supplier_id,company_name,classification,ownership_percentage,distance_from_mine_km,registration_date,primary_category,secondary_category,annual_revenue_usd,certification_status,contact_person,phone,email,address,tax_id,employees_count,founded_year,website
SUP0377,"Drake, Allen and Gilbert Ghana Ltd",Ghanaian Registered,7.3,321.6,2010-11-12,Consulting Services,Equipment Rental,22054418.98,Certified,Charles Harper,,michaelgonzalez@example.net,"48132 Matthew Stravenue Suite 071, New Allison, OH 21616",TIN16792127,351,2010,www.drakeallenandgilbertghana.com.gh
SUP0378,Tema Solutions,Local-Local,92.4,5.5,2021-09-22,Consulting Services,Maintenance Services,264414.74,Pending,Victor Brown,,hartlisa@example.net,"098 Andrew View, Pinedafurt, LA 90365",TIN87535841,3,2021,www.temasolutions.com.gh
SUP0379,"Hughes, Kent and Young Ghana Limited",Ghanaian Registered,10.5,184.7,2016-12-09,IT Services,Maintenance Services,11803604.6,Pending,David Baird DDS,227.885.3242x6425,douglas76@example.net,"2536 Stephenson Mount, Wallacefurt, NH 48153",TIN79085198,100,2016,www.hugheskentandyoungghana.com.gh
SUP0380,Golden Industries Co Ltd,Ghanaian Owned,79.1,168.5,2015-02-11,Supplies & Materials,Construction Services,1896891.71,Certified,Maurice Anderson,533.833.9395x78654,,"33582 Giles Meadows Apt. 703, Bradleyburgh, KY 98277",TIN62780072,37,2015,www.goldenindustriesco.com.gh
SUP0381,West Africa Industries Ltd,Local-Local,90.9,4.3,2024-08-07,IT Services,Office Supplies,377655.8,Pending,Patricia Davidson,001-732-265-7327,buchananchristopher@example.org,"PSC 0515, Box 5323, APO AA 09154",TIN16530784,3,2024,www.westafricaindustries.com.gh
SUP0382,Hanson-Stewart Ghana Ltd,Ghanaian Registered,18.2,106.3,2021-09-13,Medical Services,Supplies & Materials,9956032.36,Not Certified,Jillian Morgan,(344)818-2226,annafuller@example.net,"Unit 3127 Box 1026, DPO AA 50225",TIN97813295,162,2021,www.hanson-stewartghana.com.gh
SUP0383,Jackson-Smith Ghana Limited,Ghanaian Registered,9.1,223.7,2014-07-13,Medical Services,Safety Equipment,9344845.4,Certified,Sabrina Galvan,001-392-770-7955,thompsonclaire@example.net,"35415 Smith Ramp, Freystad, PR 33624",TIN24428014,94,2014,www.jackson-smithghana.com.gh
SUP0384,Palmer PLC,International,0.4321,2776.7,2019-03-28,Mechanical Services,Equipment Rental,16826103.74,Pending,Allison Flores,(603)944-7650,cookanthony@example.net,"6376 Johnson Spring, Heidimouth, MN 67686",TIN59093843,307,2019,www.company383.com
SUP0385,Russell-Peterson Ghana Limited,Ghanaian Registered,8.3,216.2,2020-05-22,Waste Management,Transportation & Logistics,14549454.55,Pending,Michelle Tran,344.417.1581x0213,calvin93@example.org,"059 Eric Road, Welchmouth, WY 87655",TIN16866268,281,2020,www.russell-petersonghana.com.gh
SUP0386,Salazar Inc Ghana Ltd,Ghanaian Registered,3.0,243.2,2012-02-06,Waste Management,Safety Equipment,16758693.82,Pending,Christina Reese,321-810-6330,colleen37@example.org,"274 Scott Parkways Apt. 123, Douglasside, OK 25318",TIN19869264,239,2012,www.salazarincghana.com.gh
SUP0387,Ghana Mining Services,Ghanaian Owned,81.7,62.6,2016-02-09,Safety Equipment,Environmental Services,805290.8,,Michele Jones,(653)526-9496,wking@example.net,"442 Bryan Park, Raventon, RI 99545",TIN92012822,12,2016,www.ghanaminingservices.com.gh
SUP0388,Asante Trading Ltd,Ghanaian Owned,77.1,51.0,2021-12-16,Electrical Services,Waste Management,2437409.38,Pending,Angela Duran,001-970-715-9591x945,twood@example.com,"92056 Hobbs Islands, Fordmouth, NV 20513",TIN84870921,23,2021,www.asantetrading.com.gh
SUP0389,Rojas Group Ghana Limited,Ghanaian Registered,9.4,250.7,2016-02-12,Equipment Rental,IT Services,5416873.04,Not Certified,Alexander Taylor,862-965-0622x92310,josephgonzalez@example.com,"433 Lawson Parks Suite 627, West Suzanneland, MD 93040",TIN78333267,53,2016,www.rojasgroupghana.com.gh
SUP0390,Franklin-Thomas Ghana Limited,Ghanaian Registered,19.8,197.7,2011-06-12,Equipment Parts,Transportation & Logistics,15143209.55,Certified,Kathleen Robinson,,lindsay25@example.net,"Unit 1075 Box 6335, DPO AP 31098",TIN15222944,228,2011,www.franklin-thomasghana.com.gh
SUP0391,Schultz-Winters,International,0.0,2665.8,2010-12-22,Equipment Rental,Accounting Services,37690347.41,Pending,Douglas Peterson,732-359-3993x37970,nchristensen@example.com,"9417 Waters Turnpike Suite 250, Wrighttown, MD 47184",TIN73584863,508,2010,www.company390.com
SUP0392,"Olson, West Africa Ltd",Ghanaian Participation,24.1,202.6,2012-05-12,Fuel & Lubricants,Equipment Parts,10674805.57,,William Jacobs,+1-633-599-1403,ahenderson@example.com,"0061 Marshall Drive, Garrettside, GA 78337",TIN54018830,124,2012,www.olsonwestafrica.com.gh
SUP0393,Ashanti Logistics Limited,Ghanaian Owned,53.1,168.6,2013-11-18,Electrical Services,Fuel & Lubricants,2421315.05,Not Certified,Ernest Giles,243.797.4292x501,uwood@example.net,"656 Mark Villages, Lake Justinshire, WV 75019",TIN50162553,29,2013,www.ashantilogistics.com.gh
SUP0394,Ware Inc Ghana Limited,Ghanaian Registered,8.9,104.4,2021-07-28,Equipment Parts,Equipment Parts,1687346.52,Not Certified,Michelle Crawford,722-718-2315,gutierrezkaren@example.com,"662 Lisa Mission, North Kathryn, VI 34678",TIN75746104,29,2021,www.wareincghana.com.gh
SUP0395,Ashanti Engineering,Ghanaian Owned,85.7,74.6,2020-10-27,Construction Services,Waste Management,514210.89,Pending,Anthony Vega,,paul60@example.net,"68103 Jason Prairie Suite 051, Williamburgh, MO 28390",TIN24710878,4,2020,www.ashantiengineering.com.gh
SUP0396,Herrera Ltd,International,0.0,2240.2,2011-12-15,Mechanical Services,Office Supplies,32713661.53,Pending,Diana Hawkins,262.939.4535x46147,hharris@example.org,"339 Whitaker Spring, New Lisa, MN 61289",TIN94457912,396,2011,www.company395.com
SUP0397,Holland and Sons,International,0.0,533.0,2008-08-23,Construction Services,Fuel & Lubricants,27422593.28,Pending,Stacey King,,shoffman@example.net,"91009 Mercedes Harbor, West Seanshire, GA 13245",TIN45638891,514,2008,www.company396.com
SUP0398,Richardson Ghana Ltd,Ghanaian Participation,40.9703,255.6,2022-05-12,Office Supplies,Supplies & Materials,5748257.22,Certified,Jay Walter,646-904-0142,davidfields@example.net,"01137 Nelson Squares Suite 123, South Ericatown, AZ 65699",TIN80361272,43,2022,www.richardsonghana.com.gh
SUP0399,Rivas-Gutierrez Ghana Limited,Ghanaian Registered,2.5,137.0,2021-09-04,Equipment Rental,Legal Services,13438188.08,Certified,Laura Williams,544-973-4043,forbesbradley@example.net,"730 Cox Rapid Suite 778, West Donna, MN 95685",TIN14237322,144,2021,www.rivas-gutierrezghana.com.gh
SUP0400,"Fernandez, Flores and Fowler Ghana Ltd",Ghanaian Registered,10.8547,123.0,2024-08-27,IT Services,Construction Services,6902949.54,Pending,Kevin Watson,(742)778-6561x942,ihayes@example.net,"8295 Melissa Ports, Port Laura, GU 91362",TIN52103092,136,2024,www.fernandezfloresandfowlerghana.com.gh
SUP0401,Ghana Trading,Local-Local,80.8,24.2,2015-08-16,Accounting Services,IT Services,204726.25,Pending,Rodney Gilmore,780.781.9048x23571,zmills@example.org,"137 Mary Terrace Apt. 081, Thomasland, UT 40681",TIN77353073,1,2015,www.ghanatrading.com.gh
SUP0402,Campos LLC,International,0.0,3144.6,2018-02-15,Fuel & Lubricants,Supplies & Materials,70922351.25,,Kimberly Davis,300.604.1321,,"945 Brooks Hollow, Harveyfort, SC 81084",TIN18359252,1410,2018,www.company401.com
SUP0403,"Williams, Ghana Ltd",Ghanaian Participation,19.6,268.6,2018-12-24,Safety Equipment,Training Services,8227290.18,Not Certified,Andre Haynes,,millerjennifer@example.net,"6539 Johnson Inlet, Robinsonchester, CT 01850",TIN74205866,82,2018,www.williamsghana.com.gh
SUP0404,"Anderson, Huffman and Norman Ghana Limited",Ghanaian Registered,14.6,226.0,2006-03-28,Training Services,Maintenance Services,21348697.17,Pending,Jill Shaw,949.668.0491x872,billburke@example.com,"37730 Parsons Valley, Port Nicholas, ME 24444",TIN81555103,239,2006,www.andersonhuffmanandnormanghana.com.gh
SUP0405,Brong Mining Services Co Ltd,Ghanaian Owned,75.1,95.5,2016-12-22,Legal Services,Financial Services,2515936.59,Not Certified,Sean Silva,737.811.2229x9077,ericksonrachael@example.com,"7046 Jones Corners, Nataliestad, NJ 53103",TIN96343485,40,2016,www.brongminingservicesco.com.gh
SUP0406,"Calhoun, Knox and Hutchinson",International,0.0,3073.1,2013-05-25,Accounting Services,Environmental Services,81723034.15,Not Certified,Christopher Hudson,+1-237-585-8471x29618,,"80184 Kevin Valleys Apt. 537, East Elizabeth, NJ 63249",TIN74985553,1130,2013,www.company405.com
SUP0407,Accra Construction Co Ltd,Ghanaian Owned,92.3,86.2,2024-01-21,Safety Equipment,Medical Services,1400103.17,Certified,Christopher Tran,+1-581-822-8217x8192,sharon46@example.org,"6035 Cole Villages, Lake Rebecca, NJ 81096",TIN49945150,7,2024,www.accraconstructionco.com.gh
SUP0408,Tema Construction,Local-Local,87.1,19.7,2013-11-06,Training Services,Supplies & Materials,435621.81,Pending,Katrina Russell,001-323-498-4716x90618,woodphillip@example.com,"8954 Dixon Lights Apt. 751, Hesterside, NC 81289",TIN85227370,3,2013,www.temaconstruction.com.gh
SUP0409,"Brown, Soto and Villa",International,0.0,2482.4,2010-06-21,Financial Services,Environmental Services,59953029.76,Pending,Linda Perez,539-435-4358x64496,james58@example.net,"821 Little Ford Suite 275, South Todd, KY 74974",TIN26357665,1116,2010,www.company408.com
SUP0410,Ashanti Supplies,Local-Local,84.9,3.2,2020-02-08,Electrical Services,Waste Management,168895.35,Certified,Glenn Scott,641-968-6013,jdonovan@example.net,"40679 Thomas Loaf Suite 122, West Kathleenton, AZ 09712",TIN48983895,1,2020,www.ashantisupplies.com.gh
SUP0411,Ahafo Engineering Ltd,Ghanaian Owned,56.5,69.4,2010-04-25,Waste Management,Civil Works,4457126.36,Not Certified,Joshua Adams,663-609-0015,oallen@example.net,"532 Angela Island Apt. 263, East Christopherview, AS 64235",TIN44419327,76,2010,www.ahafoengineering.com.gh
SUP0412,Davis Group,International,0.0914,2433.5,2021-06-19,Financial Services,Supplies & Materials,58014295.24,Certified,Joe Martin,(834)910-3469,jesseboone@example.com,"69608 Harris Spring Suite 685, Andrewhaven, RI 51343",TIN37121108,624,2021,www.company411.com
SUP0413,Obrien-Watson,International,0.0,2462.0,2018-06-21,Safety Equipment,Environmental Services,22018202.72,Not Certified,Lindsay Hale,(926)233-5564x3436,debbiebrown@example.net,"556 Travis Stream Suite 616, Michaelview, MN 34561",TIN46456416,281,2018,www.company412.com
SUP0414,Moore-Robinson Ghana Ltd,Ghanaian Participation,18.6,120.8,2014-04-08,Fuel & Lubricants,Financial Services,10098741.21,Not Certified,Kelly Schmidt,206.650.3121,foxjonathan@example.org,"2364 Abigail Fort Apt. 909, West Amy, NE 22511",TIN42115895,184,2014,www.moore-robinsonghana.com.gh
SUP0415,Smith and Sons Ghana Ltd,Ghanaian Registered,9.2,269.4,2023-02-13,Transportation & Logistics,Legal Services,2776430.11,Not Certified,Angela Mejia,228-717-8522x823,katiepalmer@example.org,"2207 Meghan Garden, Audreyview, NH 32717",TIN40289135,27,2023,www.smithandsonsghana.com.gh
SUP0416,Thompson-Rodriguez Ghana Ltd,Ghanaian Participation,12.3,84.4,2016-03-05,Security Services,Mechanical Services,5387499.86,Pending,Mark Webster,862-904-7876,kristin96@example.com,"87203 Carol Land Suite 196, Bennettstad, AK 41729",TIN73404979,88,2016,www.thompson-rodriguezghana.com.gh
SUP0417,Asante Supplies Limited,Ghanaian Owned,84.4,79.7,2017-12-23,Construction Services,Safety Equipment,2928975.94,Certified,Dr. Daniel Hampton,001-827-992-4632x03747,nwatson@example.com,"21450 Marshall Lights, Millerport, MI 67683",TIN64614193,53,2017,www.asantesupplies.com.gh
SUP0418,Volta Industries,Ghanaian Owned,57.7,51.6,2013-12-23,Laboratory Services,IT Services,3070241.37,Pending,Amanda Jarvis,215.253.4820x1284,crystalwatson@example.com,"9545 Laurie Prairie Apt. 776, Lake Kimberlyshire, NY 09320",TIN53106399,38,2013,www.voltaindustries.com.gh
SUP0419,Fitzpatrick Group Ghana Ltd,Ghanaian Registered,6.2,228.2,2010-03-22,Laboratory Services,Transportation & Logistics,20567334.91,Certified,Miguel Simon,,jameshudson@example.com,"8943 Vickie Estates, West Jessicaland, IN 61882",TIN97550053,217,2010,www.fitzpatrickgroupghana.com.gh
SUP0420,Buckley Group Ghana Ltd,Ghanaian Registered,15.0,369.1,2019-01-19,Safety Equipment,Financial Services,2610268.46,Not Certified,Michael Cain,695-574-9885x58298,lisahamilton@example.com,"6094 Rodriguez Drive Apt. 337, North Heidi, NY 48079",TIN15006085,17,2019,www.buckleygroupghana.com.gh
SUP0421,Newton-Barnes Ghana Ltd,Ghanaian Registered,5.0,195.1,2024-10-17,Mechanical Services,Maintenance Services,8641972.04,Certified,Brad Martin,,tommycuevas@example.com,"3439 Matthew Rapid Suite 961, North Christophertown, FL 71328",TIN63283709,132,2024,www.newton-barnesghana.com.gh
SUP0422,Vasquez-Davis Ghana Limited,Ghanaian Registered,18.9,304.8,2022-08-11,Maintenance Services,Financial Services,10811920.14,Pending,Rhonda Wong,3072202455,patriciarivera@example.org,"Unit 1090 Box 3267, DPO AE 35540",TIN15028625,76,2022,www.vasquez-davisghana.com.gh
SUP0423,Ahafo Engineering Ltd,Local-Local,99.0,8.9,2017-07-27,Training Services,Medical Services,755756.36,Pending,Lisa Fox,,,"8446 Roman Freeway Suite 533, Hernandezberg, AZ 10915",TIN96075494,11,2017,www.ahafoengineering.com.gh
SUP0424,Matthews West Africa Ltd,Ghanaian Participation,39.7,219.4,2009-03-27,Equipment Parts,Civil Works,11591639.87,Pending,Zachary Martinez,001-614-555-9376x6189,xdouglas@example.org,"00462 Ford Locks Suite 725, Barrettshire, VI 92232",TIN35878707,73,2009,www.matthewswestafrica.com.gh
SUP0425,Asante Logistics Limited,Local-Local,83.9,20.7,2019-05-01,Financial Services,Civil Works,222070.78,Not Certified,Sean Martin,661-575-2023x897,roberttownsend@example.net,"550 Timothy Views Apt. 325, Alyssahaven, OR 80777",TIN44529507,3,2019,www.asantelogistics.com.gh
SUP0426,"Gonzalez, Ghana Ltd",Ghanaian Participation,43.2,227.3,2008-04-14,Financial Services,Training Services,5863697.9,Pending,Victor Garza,587-704-5069x1767,shannonevans@example.net,"946 Smith Forks, East Stephaniemouth, IA 52533",TIN86206305,39,2008,www.gonzalezghana.com.gh
SUP0427,Jordan Ghana Ltd,Ghanaian Participation,26.3,271.6,2020-06-27,Fuel & Lubricants,Laboratory Services,2623330.23,Pending,Denise Olsen,+1-560-684-9079,wyattsara@example.com,"83061 Lucas Neck Apt. 124, Lake Kelly, KS 54971",TIN67405358,24,2020,www.jordanghana.com.gh
SUP0428,Bullock and Sons,International,0.0,3989.8,2022-01-02,Equipment Parts,Training Services,34156445.78,Certified,Heather Hubbard,348-981-1210x3142,,"51526 Amy Glen Apt. 911, East Matthew, NC 90879",TIN63798927,621,2022,www.company427.com
SUP0429,Volta Enterprise Limited,Ghanaian Owned,73.2,113.9,2015-08-27,Equipment Rental,Supplies & Materials,667840.58,Pending,Karen Middleton,,marypeck@example.com,"5530 Shawn Alley Suite 055, Bradytown, MD 61250",TIN43292316,7,2015,www.voltaenterprise.com.gh
SUP0430,Ahafo Engineering,Local-Local,95.7,5.7,2011-10-17,Consulting Services,Civil Works,268074.98,Pending,Ryan Wheeler,+1-319-227-7885,john86@example.com,"42462 Morgan Loop, New Michaelfort, ME 97314",TIN54241559,4,2011,www.ahafoengineering.com.gh
SUP0431,Tema Technical Ltd,Local-Local,86.2,21.3,2014-04-16,Environmental Services,Laboratory Services,471170.58,Pending,Alexander Zavala,321-428-9915x11455,brandimiller@example.org,"898 Escobar Shoals, Craigfurt, WV 05840",TIN41715995,6,2014,www.tematechnical.com.gh
SUP0432,Ellison-Fisher Ghana Ltd,Ghanaian Registered,10.3,184.4,2007-07-06,Legal Services,Security Services,8722735.98,Pending,Debra Williams,819-301-7075,erik83@example.org,"910 Robinson Station, East Joann, GU 89950",TIN51178850,83,2007,www.ellison-fisherghana.com.gh
SUP0433,"Allen, Russell and Maldonado Ghana Limited",Ghanaian Registered,4.8,121.9,2006-12-10,Electrical Services,Legal Services,8921644.86,Not Certified,Laura Blair,578.630.6396,derek96@example.net,"164 Smith Crescent, Garzaview, UT 17303",TIN51738753,70,2006,www.allenrussellandmaldonadoghana.com.gh
SUP0434,Asante Supplies Co Ltd,Local-Local,80.9665,10.4,2011-06-13,Waste Management,Fuel & Lubricants,930482.62,Certified,Robin Carpenter,+1-232-503-3016x23419,greeralexander@example.org,"21556 Keller Springs Suite 732, South Michael, VI 87776",TIN39410942,14,2011,www.asantesuppliesco.com.gh
SUP0435,Kumasi Industries Limited,Local-Local,80.6,13.8,2013-03-07,Civil Works,Financial Services,604080.65,,Mary Burns,660-540-6720x078,srodriguez@example.org,"0781 Bailey Row, South James, VI 36626",TIN60147077,12,2013,www.kumasiindustries.com.gh
SUP0436,Stuart-Nelson Ghana Limited,Ghanaian Registered,17.2,129.2,2019-09-27,Accounting Services,Safety Equipment,1866032.31,Pending,Mr. Casey Norman,+1-676-638-8214x5841,ksmith@example.org,"3899 Courtney Pines Apt. 205, Bradleytown, NJ 25852",TIN82144402,11,2019,www.stuart-nelsonghana.com.gh
SUP0437,Volta Construction Limited,Local-Local,99.5341,23.8,2010-08-15,Legal Services,Fuel & Lubricants,335006.17,Certified,Nicholas Le,(544)593-6999x51679,,"3680 Dakota Dam Apt. 603, Gutierrezland, CT 89755",TIN80532309,3,2010,www.voltaconstruction.com.gh
SUP0438,"Alexander, Taylor and Rojas Ghana Limited",Ghanaian Registered,19.5,342.4,2024-09-10,Equipment Parts,Accounting Services,4070927.46,Pending,Brent Scott,001-561-349-7315,trujillokylie@example.net,"74820 Montoya Forge, Clayville, CO 66522",TIN20482769,39,2024,www.alexandertaylorandrojasghana.com.gh
SUP0439,"Perez, Johnston and Smith Ghana Ltd",Ghanaian Registered,3.3,334.9,2008-08-23,Transportation & Logistics,Safety Equipment,7354297.05,Not Certified,Taylor Mullins,+1-420-519-0432,oconnorjames@example.org,"0739 Anthony Stream Apt. 546, Lake Bryan, MH 21350",TIN37133023,96,2008,www.perezjohnstonandsmithghana.com.gh
SUP0440,Ashanti Mining Services Limited,Local-Local,81.6,23.9,2020-05-21,Maintenance Services,Training Services,173051.01,Not Certified,Adam Brooks,+1-826-311-2312,,"2989 Stephanie Manors Apt. 974, Jorgeborough, VA 03126",TIN69302835,3,2020,www.ashantiminingservices.com.gh
SUP0441,Asante Supplies Limited,Local-Local,90.0,1.3,2020-07-07,Accounting Services,Office Supplies,212916.68,Pending,Edward Barton,419.212.0381x876,amberhall@example.org,"981 Amber Corner, Alicialand, KS 34729",TIN22205980,2,2020,www.asantesupplies.com.gh
SUP0442,Dunn-Clayton,International,0.3002,1219.5,2024-02-10,Equipment Parts,Civil Works,27380763.35,Certified,John Massey,(331)782-9716,rmartin@example.com,"00152 Christopher Field, Bentonville, NV 71152",TIN70858653,409,2024,www.company441.com
SUP0443,Kumasi Mining Services,Ghanaian Owned,56.2,95.3,2012-02-06,Civil Works,Office Supplies,642979.68,Certified,Amy Mccoy,+1-302-455-6184x442,hmitchell@example.org,"905 Harrison Parkways Suite 700, North Ebonybury, MS 45766",TIN85000490,6,2012,www.kumasiminingservices.com.gh
SUP0444,Golden Supplies Co Ltd,Ghanaian Owned,52.9,56.3,2020-09-05,Financial Services,Construction Services,2374432.46,Pending,Ann Ramsey,582-766-9136x248,donna54@example.org,"080 Brown Fords Apt. 699, Montgomerytown, WI 82342",TIN44152669,39,2020,www.goldensuppliesco.com.gh
SUP0445,"Benton, Chase and Fox Ghana Ltd",Ghanaian Registered,6.4599,288.3,2007-01-09,Financial Services,IT Services,20897032.64,Not Certified,Antonio Pham,664-481-8804,,"164 Eric Circles, Lake Ricardo, TX 39187",TIN19801857,361,2007,www.bentonchaseandfoxghana.com.gh
SUP0446,"Jackson, Duncan and Caldwell",International,0.0,3028.4,2011-07-10,Transportation & Logistics,Mechanical Services,26555072.82,Pending,Jennifer Moore,662.358.6314,ymarks@example.com,"USCGC Moore, FPO AA 99808",TIN18557710,211,2011,www.company445.com
SUP0447,Cline-Williams,International,0.0,1568.7,2015-03-12,Safety Equipment,Transportation & Logistics,29180066.07,Certified,Daryl Lowe,282-543-0176x46448,richardsonangela@example.net,"2790 Johnson Spur Apt. 433, East Tara, GU 47039",TIN73360324,351,2015,www.company446.com
SUP0448,Poole LLC Ghana Ltd,Ghanaian Registered,16.0,154.0,2009-02-07,Medical Services,Mechanical Services,4401162.68,Certified,Sophia Martinez,001-532-511-1978x7180,mccoyjames@example.org,"06011 Chang Islands Suite 178, Maxwellhaven, MH 01599",TIN28176954,78,2009,www.poolellcghana.com.gh
SUP0449,Volta Supplies,Ghanaian Owned,82.9,88.1,2014-06-09,Waste Management,Electrical Services,991561.27,Pending,Cody Hoover,,ocook@example.net,"160 Peter Ridge Suite 201, Cassandraville, VI 69439",TIN60666702,5,2014,www.voltasupplies.com.gh
SUP0450,Ghana Enterprise Limited,Local-Local,89.7,4.0,2018-04-17,Laboratory Services,Waste Management,175008.4,Certified,Laura Rodriguez,433-568-7509x2632,charleshayes@example.com,"40428 Shepard Canyon, Crystalmouth, IA 65037",TIN33954324,2,2018,www.ghanaenterprise.com.gh
SUP0451,Patterson-Burch Ghana Limited,Ghanaian Registered,5.6,124.3,2022-02-10,Equipment Parts,Equipment Rental,5935732.64,Not Certified,Kelly Davis,001-326-200-3083x5669,dmoore@example.org,"23455 Lisa Pass, South Ashley, NM 82601",TIN39888974,59,2022,www.patterson-burchghana.com.gh
SUP0452,Coleman-Hoffman Ghana Ltd,Ghanaian Participation,48.1,234.5,2020-11-12,Medical Services,Civil Works,3862003.14,Not Certified,Lisa Riggs,640-513-4808x735,jroy@example.net,"PSC 2603, Box 3591, APO AE 13932",TIN83074216,72,2020,www.coleman-hoffmanghana.com.gh
SUP0453,"Wood, West Africa Limited",Ghanaian Participation,27.0,135.5,2022-02-21,Consulting Services,Consulting Services,4073514.41,Pending,Katie Kaiser,001-414-849-2074,kwang@example.com,"997 Pamela Hill Apt. 859, Walshshire, IA 19759",TIN56460773,39,2022,www.woodwestafrica.com.gh
SUP0454,Cunningham-Phillips,International,0.0,3763.0,2022-07-26,Equipment Rental,Environmental Services,50631634.45,Certified,Stacy Hudson,823.212.3426,bdean@example.net,"176 Dawn Extensions Apt. 483, West Elizabeth, PA 47923",TIN25145751,864,2022,www.company453.com
SUP0455,Ahafo Supplies,Local-Local,96.9,10.5,2010-09-10,Fuel & Lubricants,Construction Services,195919.65,Certified,Stephanie Meyer,+1-480-840-5612x99650,amy26@example.net,"656 Sandra Forge Apt. 876, Lake Mariaberg, WI 25442",TIN37659807,2,2010,www.ahafosupplies.com.gh
SUP0456,"Edwards, Ghana Ltd",Ghanaian Participation,36.5,104.8,2019-07-01,Fuel & Lubricants,Transportation & Logistics,2394549.03,Pending,Ryan Waters,(282)239-4840x0273,yburke@example.org,"Unit 1683 Box 1139, DPO AA 03841",TIN90233330,46,2019,www.edwardsghana.com.gh
SUP0457,Volta Services Limited,Local-Local,88.3232,12.4,2021-10-12,Financial Services,Transportation & Logistics,406891.59,Pending,Austin Rose,+1-541-949-1507x628,dsims@example.net,"0777 Myers Centers Suite 266, New Derrick, AK 73306",TIN68916591,4,2021,www.voltaservices.com.gh
SUP0458,Reese Ghana Ltd,Ghanaian Participation,12.2,55.5,2020-07-17,Transportation & Logistics,Equipment Rental,1809788.94,,Samantha Livingston,6293914068,,"USNV Howard, FPO AE 27058",TIN48824283,28,2020,www.reeseghana.com.gh
SUP0459,Accra Technical Co Ltd,Local-Local,95.4,24.4,2012-02-12,Office Supplies,Fuel & Lubricants,808448.64,Not Certified,Tyler Rodriguez,+1-417-203-2119,wrodriguez@example.com,"77895 Martinez Forge Suite 184, Josephton, VA 22612",TIN53038943,13,2012,www.accratechnicalco.com.gh
SUP0460,Accra Engineering Limited,Local-Local,92.1452,10.4,2016-03-06,Legal Services,Equipment Parts,280372.26,Certified,Erica Thomas,(348)801-6440x3734,jferguson@example.com,"822 Alexis Estates Apt. 798, North Courtney, KS 68583",TIN65507111,2,2016,www.accraengineering.com.gh
SUP0461,Tema Engineering Limited,Local-Local,96.6,18.8,2014-05-09,Safety Equipment,Office Supplies,719276.51,Not Certified,Jennifer Armstrong,879-273-6383x18285,jeremy70@example.com,"1770 Valencia Parks Apt. 682, West Kathyfurt, ND 19326",TIN33505978,9,2014,www.temaengineering.com.gh
SUP0462,Hopkins and Sons Ghana Limited,Ghanaian Registered,17.2,300.1,2008-07-14,Safety Equipment,Supplies & Materials,4996192.17,Certified,Mark Murphy,(616)850-5871,jessicamills@example.org,"9679 Angela Place, Joeside, LA 72161",TIN56226575,86,2008,www.hopkinsandsonsghana.com.gh
SUP0463,Benton and Sons Ghana Limited,Ghanaian Registered,2.0,337.6,2024-01-12,Equipment Parts,Training Services,8686326.7,Not Certified,Amanda Rivera,4936869484,meghan98@example.net,"5788 Rivers Terrace, Lake Dianaland, MI 23968",TIN65878146,119,2024,www.bentonandsonsghana.com.gh
SUP0464,Woodard West Africa Limited,Ghanaian Participation,15.4982,80.4,2015-02-06,Medical Services,Electrical Services,6830461.45,Certified,John Ryan,+1-920-897-4619x17798,melodyandrews@example.com,"58937 Krystal Place, Erintown, MO 84852",TIN82199509,88,2015,www.woodardwestafrica.com.gh
SUP0465,Fleming and Sons,International,-0.1348,2005.0,2009-10-21,Supplies & Materials,Consulting Services,89898652.65,Certified,Michael Ware,+1-456-769-5790x01248,joseph28@example.com,"25942 Cynthia Dale Suite 633, West Richardview, CO 90215",TIN50364158,1039,2009,www.company464.com
SUP0466,Kumasi Industries Ltd,Ghanaian Owned,63.2,122.7,2011-07-20,Safety Equipment,Mechanical Services,2674449.42,Pending,Erin Patel,772-356-2926x93358,michelleayers@example.org,"5078 Huber Vista Suite 095, Mejiaport, GU 34803",TIN84797762,32,2011,www.kumasiindustries.com.gh
SUP0467,West Africa Trading,Ghanaian Owned,65.4066,186.1,2019-06-17,Consulting Services,Environmental Services,511282.96,Certified,Cory Fuller,,,"4154 Rodriguez Views, Jamesborough, VA 23243",TIN54327148,3,2019,www.westafricatrading.com.gh
SUP0468,Harvey-Lewis,International,-0.1367,1766.1,2012-08-01,Laboratory Services,Catering Services,36611243.73,Pending,Nicholas Sampson,436-375-0094,stephanie10@example.com,"819 Hoffman Rapids Apt. 704, Davidhaven, NC 73613",TIN59805178,290,2012,www.company467.com
SUP0469,Asante Mining Services Limited,Ghanaian Owned,73.2,159.5,2019-10-25,Transportation & Logistics,Environmental Services,423625.1,Pending,Hannah Martin,(858)966-0598,kramirez@example.org,"548 Quinn Manors Suite 594, New David, RI 16053",TIN91197624,2,2019,www.asanteminingservices.com.gh
SUP0470,Burnett Group,International,0.0,2470.5,2007-02-15,Fuel & Lubricants,Transportation & Logistics,87918681.35,Certified,Mrs. Tara Smith,,lloydmiranda@example.org,"7083 Peters Falls Apt. 444, Cruzfort, FL 65982",TIN35254849,877,2007,www.company469.com
SUP0471,Ashanti Supplies Limited,Local-Local,86.3,3.6,2021-05-10,Supplies & Materials,IT Services,334075.66,Pending,Melissa Zuniga,,jasminemorton@example.org,"23920 Hanson Circle, Rodgersland, NC 32580",TIN50693207,3,2021,www.ashantisupplies.com.gh
